Annotator,Question,Answer,Status (Chia-Hsiang),Comment,Status (Cheryl),Comment,Status (Aarush),Comment,URL,Thumbnail URL,Supporting sentences,Post ID,Tag,Modality,Javascript URL,Javascript code
Aarush,"Was there more than 12 mg/m^2 of black carbon concentrate at (40.190004, -122.555169) on August 25, 2020?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/147182/august-fires-leave-vast-burn-scars-in-california,https://eoimages.gsfc.nasa.gov/images/imagerecords/147000/147182/casmoke_geos5_2020238.png,The map above shows the concentration of black carbon particulates—commonly called soot—on August 25.,,,GEOS?,,
Aarush,"Was there more than 12 mg/m^2 of black carbon concentrate at (40.575441, -122.403124) near Redding, CA on August 25, 2020?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/147182/august-fires-leave-vast-burn-scars-in-california,https://eoimages.gsfc.nasa.gov/images/imagerecords/147000/147182/casmoke_geos5_2020238.png,The map above shows the concentration of black carbon particulates—commonly called soot—on August 25.,,,GEOS?,,
Chia-Hsiang,"Was there more visible turbudity around location (33.710618, 136.025799) than location (33.884848, 136.367495
) in September 15,2018, as captured by MODIS Terra?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/92710/japans-waters-run-brown-after-typhoon-jebi,,"On September 5, 2018, the Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Terra satellite acquired this image of Osaka Bay and the Kansai region. Note the brown plumes of suspended sediment at several river mouths pouring into the sea and fading to teal as the sediment-rich water mixed with sea water.",,,MODIS-Terra,,
Chia-Hsiang,"Was there only snow and no clouds present in the Northern Tablelands in New South Wales, Australia on August 2, 2025?",no,,,verified,,double reviewed,,https://earthobservatory.nasa.gov/images/154644/fleeting-glimpse-of-rare-snow,,"The Northern Tablelands in New South Wales, Australia, transformed into a winter wonderland on August 2, 2025.",,,Landsat 8,,
Aarush,Was there snow present in the Atacama Desert during the months of June and July in 2025?,,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/154562/rare-snowfall-in-the-atacama-desert,,"The MODIS (Moderate Resolution Imaging Spectroradiometer) on NASA’s Terra satellite captured an image (above left) of the snowfall on June 26, 2025, the day after the storm. The same sensor captured the second image on July 16, 2025.",,,"Landsat 9
MODIS-Terra",,
Aarush,"Was there snow present in the Northern Tablelands in New South Wales, Australia on August 2, 2025?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/154644/fleeting-glimpse-of-rare-snow,,"The Northern Tablelands in New South Wales, Australia, transformed into a winter wonderland on August 2, 2025.",,,"Landsat 9
MODIS-Terra",,
Cheryl,"Was vegetation greenness (NDVI) within a 40 km raidus around Moroto, Uganda during August 2023 lower than its average for August between 1991 and 2010?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/151969/karamoja-beset-with-drought,,The map displays the difference between NDVI in August 2023 and the average NDVI for August from 1991 to 2010. ,,,"Landsat 5
Landsat 7
Landsat 8
Landsat 9",,
Aarush,"Was water extent in the Sudd wetlands, South Sudan near Bor on December 4, 2021 higher than on December 6, 2019?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/149217/south-sudan-submerged,,"Radar altimetry data posted as part of NASA’s Global Water Monitor shows that water elevations above sea level in the Sudd wetlands near Bor reached as high as 420.5 meters (275.6 feet) in November 2021, a high for satellite data records that date to 1992.",,,MODIS-Aqua,,
Cheryl,"Were active fire counts in Punjab and Haryana during November 2024 lower than during November 2022, as observed with the VIIRS sensor?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,"During the 2024 burning season, MODIS observed the lowest number of fires in Punjab and Haryana on record since the two sensors began collecting data in 2000 and 2002",,,"Landsat 9
VIIRS",,
Cheryl,"Were active fire counts in Punjab and Haryana lower in November 2024 than any other November from 2012 to 2023, as observed with the VIIRS sensor?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,,,,VIIRS,,
Aarush,"Were black carbon AODs near the east of Australia, specifically within a 100km radius about (-34.344553, 157.706220), up during November 2019 to February 2020 in comparison to the same time the prior year? ",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/149039/australian-fires-fueled-unprecedented-blooms,," In those two regions, black carbon aerosol values were also 300 percent higher than normal, a level unprecedented in the 17-year aerosol record.",,,"MERIS
MODIS-Terra
VIIRS
SeaWiFS",,
Aarush,"Were blooms of phytoplankton visible in the Norwegian Sea during June 5, 2019?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/145151/beauty-and-a-burden-in-the-norwegian-sea,,"Phytoplankton in the Norwegian Sea are visible in this image, acquired on June 5, 2019, with the Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Terra satellite. ",,,MODIS-Terra,,
Chia-Hsiang,"Were chlorophyll concertrations at 100km radius around (-41.729403, -125.410394) up during November 2019 to February 2020 in comparison to the same time the prior year?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/149039/australian-fires-fueled-unprecedented-blooms,,The researchers identified two regions south and east of Australia where chlorophyll concentrations were double the normal seasonal levels—values never before observed in the 22-year satellite record.,,,MODIS-Aqua,https://code.earthengine.google.com/1d2175479cc2091d52e364566784c453,
Chia-Hsiang,"Were chlorophyll concertrations at 100km radius around (-45.432798, 140.468626) up during November 2019 to February 2020 in comparison to the same time the prior year?",,,,verified,,verified,,https://earthobservatory.nasa.gov/images/149039/australian-fires-fueled-unprecedented-blooms,,The researchers identified two regions south and east of Australia where chlorophyll concentrations were double the normal seasonal levels—values never before observed in the 22-year satellite record.,,,MODIS-Aqua,https://code.earthengine.google.com/bca35cac3d8ad699e2700abd2bbd48fb,
Aarush,"Were crops near the southern Iberian Peninsula healthier (indicated with NDVI) from March 25 to April 23, 2023 as compared to the longer-term average from 2000-2010?",no,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/151366/spain-browned-by-drought,,"This map indicates where vegetation on the Iberian Peninsula was less healthy than usual (brown) in spring 2023. It shows anomalies in the Normalized Difference Vegetation Index (NDVI)—a satellite-derived product used to assess vegetation conditions.

NDVI depicts the health, or “greenness,” of vegetation based on how much red and near-infrared light the leaves reflect. Healthy vegetation reflects more infrared light and less visible light than stressed vegetation. This map, which uses MODIS data from NASA’s Terra satellite, compares NDVI from March 25 to April 23, 2023, with the longer-term average (2000–2010) for that period.",,,MODIS-Terra,,
Aarush,"Were Shebelle River's levels higher on May 9, 2018 in comparison to May 17,2015?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/92130/dramatic-flooding-in-eastern-africa,,"Flooding burst the banks of the Shebelle River in several locations, destroying houses and crops and causing more than 120,000 people to flee their riverside homes since April 2018. The images above show the Shebelle River on May 17, 2015 (a relatively normal year) and on May 9, 2018. These false-color images (bands 6–5–3) were captured by the Operational Land Imager (OLI) on Landsat 8.",,,"Landsat 8
SMAP",,
Cheryl,"Were the agricultural fields between the Kakhovka and North Crimean Canals in Ukraine browner on June 18, 2023 than on May 17, 2023?",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/151622/canals-in-ukraine-are-drying-up,,,,,Landsat 9,,
Cheryl,"Were the mean tropospheric nitrogen dioxide levels higher over Shanghai than over Wuhan during April 20-May 12, 2020? ",,double reviewed,,,,verified,,https://earthobservatory.nasa.gov/images/146741/nitrogen-dioxide-levels-rebound-in-china,,,,,Sentinel 5P,,
Aarush,"Were the sea surface temperatures near the coast of La Jolla, California on August 1, 2018 higher than the same region's sea surface temperature the year prior?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/92563/record-warm-waters-off-southern-california,,"On August 1, 2018, researchers from the Scripps Institution of Oceanography observed water temperatures of 25.9 degrees Celsius (78.6 degrees Fahrenheit) along the coast at La Jolla, exceeding the previous record of 25.8°C (78.4°F) set in 1931.",,,News,,
Aarush,"Were the water levels in Lake Kariba in December, 2019 higher than the water levels seen in December, 2018?",no,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/146068/water-levels-keep-falling-at-lake-kariba,,"Straddling the border of Zambia and Zimbabwe, Lake Kariba is 223 kilometers (139 miles) long and stretches 40 kilometers (25 miles) across at its widest point. As of December 27, 2019, water levels in Lake Kariba stood at 8.36 percent of what is needed for power generation. In December 2018, the lake stood at 51 percent; in 2017, it was 37 percent.",,,Landsat 8,,
Aarush,"Were there fires in Pedrógão Grande during the any time between June 16 to June 20, 2017?",,double reviewed,,verified,,,,https://earthobservatory.nasa.gov/images/90427/wildfires-light-up-portugal,,"On June 17, 2017, lightning reportedly ignited a deadly wildfire that spread across the mountainous areas of Pedrógão Grande—a municipality in central Portugal located about 160 kilometers (100 miles) northeast of Lisbon.",,,VIIRS,,
Aarush,"Were there fires visible in a 50 mile radius around (latitude: 34.498828, longitude: -112.246886) between June 20, 2017 and June 30, 2017?",,verified,,double reviewed,,,,https://earthobservatory.nasa.gov/images/90501/fires-in-the-southwest,,"On June 27, 2017, the Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Aqua satellite captured this natural-color image of fires in the southwestern United States. They include the Brian Head Fire in Utah, which has consumed more than 50,000 acres of trees and brush, and the Goodwin Fire in Arizona, which has burned more than 20,000 acres.",,,MODIS-Aqua,,
Cheryl,"Were there more active fire counts in Punjab than Haryana on November 8, 2024?",,verified,,,,double reviewed,,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,,,,"Landsat 9
VIIRS",,
Chia-Hsiang,Were there more fire events detected with the VIIRS sensors in the southern Brazilian Amazon in 2020 than in 2019?,,,,double reviewed,,verified,,https://www.earthobservatory.nasa.gov/images/147946/fires-raged-in-the-amazon-again-in-2020,,,,,VIIRS,,
Chia-Hsiang,"Were there more snow in north-central Chile in July, 16 2022 than July 7, 2022?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/150100/snow-blanket-for-the-andes,,"“Until 10 days ago, north-central Chile was experiencing one of its driest winters,” said René Garreaud, a scientist at the University of Chile. The change from dry to wet was swift and visibly striking. The Visible Infrared Imaging Radiometer Suite (VIIRS) on the NOAA-20 satellite acquired a view of the same area on July 7 (left), just prior to the storms. Notice the relatively sparse snow cover compared with the July 16 image (right) acquired after the storms.",,,VIIRS,,
Cheryl,"Were there more than 8 active fires in the Sakha Republic on August 6, 2020?",,verified,,,,verified,,https://earthobservatory.nasa.gov/images/147083/another-intense-summer-of-fires-in-siberia,,"As of August 6, approximately 19 fires were burning in the province.",,,"VIIRS
MODIS-Terra",,
Chia-Hsiang,"Were there two isolated islands within a 2 km radius of (27.245974, 140.878144) on December 8, 2013, which had merged into a single island by March 30, 2014?",,,,double reviewed,,verified,,"https://earthobservatory.nasa.gov/images/82607/new-island-in-the-ring-of-fire

https://earthobservatory.nasa.gov/images/83447/new-pacific-island-consumes-its-neighbor",,,,,Landsat 8,,
Chia-Hsiang,"Were there two isolated islands within a 2 km radius of (27.245974, 140.878144) on December 8, 2013?",,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/82607/new-island-in-the-ring-of-fire,,,,,Landsat 8,,
Chia-Hsiang,"Were there two isolated islands within a 2 km radius of (27.245974, 140.878144) on March 30, 2014?",no,,,double reviewed,,verified,,https://earthobservatory.nasa.gov/images/83447/new-pacific-island-consumes-its-neighbor,,,,,Landsat 8,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,Chia-Hsiang,,Cheryl,,Aarush,,,,Modalities,Count,,,,
,,,Total Reviewed:,86,Total Reviewed:,42,Total Reviewed:,131,,,Landsat,89,,,,
,,,Verified:,86,Verified:,42,Verified:,131,,,Sentinel,15,,,,
,,,Unreviewed:,0,Unreviewed:,0,Unreviewed:,0,,,VIIRS,45,,,,
,,,Need Revision:,0,Need Revision:,0,Need Revision:,0,,,MODIS,76,,,,
,,,Double reviewed:,44,Double reviewed:,52,Double reviewed:,50,,,NOAA,2,,,,
,,,,,,,# annotated modalities:,267,,,MISR,2,,,,
,,,,,,,# questions: ,267,,,GEOS,17,,,,
,,,,,,,,,,,News,25,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,Landsat ,Count,,,,
,,,,,,,,,,,4,1,,,,
,,,,,,,,,,,5,11,,,,
,,,,,,,,,,,6,2,,,,
,,,,,,,,,,,7,8,,,,
,,,,,,,,,,,8,61,,,,
,,,,,,,,,,,9,34,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,MODIS,Count,,,,
,,,,,,,,,,,Terra,46,,,,
,,,,,,,,,,,Aqua,42,,,,
